filename,relative_path,directory,size_bytes,last_modified,is_recent,is_today,status,notes,active_score,inactive_score,uncertain_score,import_count,function_count,class_count,line_count
whiten.py,tidyllm\deprecated\old-tidyllm\vectorqa\core\decomp\whiten.py,tidyllm\deprecated\old-tidyllm\vectorqa\core\decomp,412,2025-09-04 23:00:43,True,False,uncertain,standard,0,0,0,2,1,0,14
logistic_regression.py,tidyllm\deprecated\old-tidyllm\vectorqa\core\linear_models\logistic_regression.py,tidyllm\deprecated\old-tidyllm\vectorqa\core\linear_models,1884,2025-09-04 23:00:43,True,False,uncertain,standard,0,0,0,4,3,0,54
softmax_regression.py,tidyllm\deprecated\old-tidyllm\vectorqa\core\linear_models\softmax_regression.py,tidyllm\deprecated\old-tidyllm\vectorqa\core\linear_models,2503,2025-09-04 23:00:43,True,False,uncertain,standard,0,0,0,3,3,0,70
matrix_factorization.py,tidyllm\deprecated\old-tidyllm\vectorqa\core\mf\matrix_factorization.py,tidyllm\deprecated\old-tidyllm\vectorqa\core\mf,1906,2025-09-04 23:00:43,True,False,uncertain,standard,0,0,0,2,4,0,58
gmm_pure.py,tidyllm\deprecated\old-tidyllm\vectorqa\core\mixture\gmm_pure.py,tidyllm\deprecated\old-tidyllm\vectorqa\core\mixture,4738,2025-09-04 23:00:43,True,False,uncertain,standard,0,0,0,2,6,0,142
split.py,tidyllm\deprecated\old-tidyllm\vectorqa\core\model_selection\split.py,tidyllm\deprecated\old-tidyllm\vectorqa\core\model_selection,1917,2025-09-04 23:00:43,True,False,uncertain,standard,0,0,0,1,3,0,56
multinomial.py,tidyllm\deprecated\old-tidyllm\vectorqa\core\naive_bayes\multinomial.py,tidyllm\deprecated\old-tidyllm\vectorqa\core\naive_bayes,1774,2025-09-04 23:00:43,True,False,uncertain,standard,0,0,0,2,3,0,56
linear.py,tidyllm\deprecated\old-tidyllm\vectorqa\core\svm\linear.py,tidyllm\deprecated\old-tidyllm\vectorqa\core\svm,1840,2025-09-04 23:00:43,True,False,uncertain,standard,0,0,0,4,3,0,51
test_algos.py,tidyllm\deprecated\old-tidyllm\vectorqa\core\tests\test_algos.py,tidyllm\deprecated\old-tidyllm\vectorqa\core\tests,676,2025-09-04 23:00:43,True,False,uncertain,test_file,1,0,0,1,3,0,20
test_gmm_pca_whiten.py,tidyllm\deprecated\old-tidyllm\vectorqa\core\tests\test_gmm_pca_whiten.py,tidyllm\deprecated\old-tidyllm\vectorqa\core\tests,1266,2025-09-04 23:00:43,True,False,uncertain,test_file,1,0,0,1,3,0,31
test_nb_anom_mf.py,tidyllm\deprecated\old-tidyllm\vectorqa\core\tests\test_nb_anom_mf.py,tidyllm\deprecated\old-tidyllm\vectorqa\core\tests,825,2025-09-04 23:00:43,True,False,uncertain,test_file,1,0,0,1,3,0,28
classifier.py,tidyllm\deprecated\old-tidyllm\vectorqa\documents\classification\classifier.py,tidyllm\deprecated\old-tidyllm\vectorqa\documents\classification,11179,2025-09-04 23:00:43,True,False,uncertain,standard,1,0,0,5,0,1,274
__init__.py,tidyllm\deprecated\old-tidyllm\vectorqa\documents\classification\__init__.py,tidyllm\deprecated\old-tidyllm\vectorqa\documents\classification,351,2025-09-04 23:00:43,True,False,uncertain,no_functions_or_classes,0,0,0,1,0,0,13
metadata.py,tidyllm\deprecated\old-tidyllm\vectorqa\documents\extraction\metadata.py,tidyllm\deprecated\old-tidyllm\vectorqa\documents\extraction,11151,2025-09-04 23:00:43,True,False,uncertain,standard,0,0,0,3,0,1,263
text.py,tidyllm\deprecated\old-tidyllm\vectorqa\documents\extraction\text.py,tidyllm\deprecated\old-tidyllm\vectorqa\documents\extraction,17661,2025-09-04 23:00:43,True,False,uncertain,standard,0,0,0,5,0,1,470
__init__.py,tidyllm\deprecated\old-tidyllm\vectorqa\documents\extraction\__init__.py,tidyllm\deprecated\old-tidyllm\vectorqa\documents\extraction,382,2025-09-04 23:00:43,True,False,uncertain,no_functions_or_classes,0,0,0,2,0,0,14
business.py,tidyllm\deprecated\old-tidyllm\vectorqa\documents\templates\business.py,tidyllm\deprecated\old-tidyllm\vectorqa\documents\templates,9466,2025-09-04 23:00:43,True,False,uncertain,standard,0,0,0,5,0,2,221
__init__.py,tidyllm\deprecated\old-tidyllm\vectorqa\documents\templates\__init__.py,tidyllm\deprecated\old-tidyllm\vectorqa\documents\templates,386,2025-09-04 23:00:43,True,False,uncertain,no_functions_or_classes,0,0,0,1,0,0,14
__init__.py,tidyllm\deprecated\old-tidyllm\vectorqa\documents\__init__.py,tidyllm\deprecated\old-tidyllm\vectorqa\documents,1215,2025-09-04 23:00:43,True,False,uncertain,no_functions_or_classes,0,0,0,2,0,0,34
debug_toc.py,tidyllm\deprecated\old-tidyllm\vectorqa\whitepapers\advanced_analysis\debug_toc.py,tidyllm\deprecated\old-tidyllm\vectorqa\whitepapers\advanced_analysis,2451,2025-09-04 23:00:43,True,False,uncertain,standard,1,0,0,2,1,0,63
backend_config.py,tidyllm\deprecated\old-tidyllm\vectorqa\whitepapers\backend_config.py,tidyllm\deprecated\old-tidyllm\vectorqa\whitepapers,52247,2025-09-04 23:00:43,True,False,uncertain,uncertain_patterns:3,2,0,3,8,2,5,1143
check_bucket_status.py,tidyllm\deprecated\old-tidyllm\vectorqa\whitepapers\check_bucket_status.py,tidyllm\deprecated\old-tidyllm\vectorqa\whitepapers,2255,2025-09-04 23:00:43,True,False,uncertain,uncertain_patterns:1;no_functions_or_classes,0,0,1,3,0,0,59
embeddings_enhanced_qa.py,tidyllm\deprecated\old-tidyllm\vectorqa\whitepapers\embeddings_enhanced_qa.py,tidyllm\deprecated\old-tidyllm\vectorqa\whitepapers,9677,2025-09-04 23:00:43,True,False,uncertain,uncertain_patterns:1,3,0,1,5,1,1,253
encrypt_credentials.py,tidyllm\deprecated\old-tidyllm\vectorqa\whitepapers\encrypt_credentials.py,tidyllm\deprecated\old-tidyllm\vectorqa\whitepapers,4877,2025-09-04 23:00:43,True,False,uncertain,uncertain_patterns:1,1,0,1,4,2,0,137
list_buckets.py,tidyllm\deprecated\old-tidyllm\vectorqa\whitepapers\list_buckets.py,tidyllm\deprecated\old-tidyllm\vectorqa\whitepapers,861,2025-09-04 23:00:43,True,False,uncertain,uncertain_patterns:1;no_functions_or_classes,0,0,1,2,0,0,28
paper_repository.py,tidyllm\deprecated\old-tidyllm\vectorqa\whitepapers\paper_repository.py,tidyllm\deprecated\old-tidyllm\vectorqa\whitepapers,34013,2025-09-04 23:00:43,True,False,uncertain,uncertain_patterns:1,1,0,1,8,1,1,755
qa_demo_simple.py,tidyllm\deprecated\old-tidyllm\vectorqa\whitepapers\qa_demo_simple.py,tidyllm\deprecated\old-tidyllm\vectorqa\whitepapers,4654,2025-09-04 23:00:43,True,False,uncertain,demo,1,0,0,3,0,1,121
qa_embeddings_demo.py,tidyllm\deprecated\old-tidyllm\vectorqa\whitepapers\qa_embeddings_demo.py,tidyllm\deprecated\old-tidyllm\vectorqa\whitepapers,9805,2025-09-04 23:00:43,True,False,uncertain,demo;uncertain_patterns:1,2,0,1,6,1,1,256
research_framework.py,tidyllm\deprecated\old-tidyllm\vectorqa\whitepapers\research_framework.py,tidyllm\deprecated\old-tidyllm\vectorqa\whitepapers,21734,2025-09-04 23:00:43,True,False,uncertain,standard,1,0,0,4,4,3,507
s3_session_manager.py,tidyllm\deprecated\old-tidyllm\vectorqa\whitepapers\s3_session_manager.py,tidyllm\deprecated\old-tidyllm\vectorqa\whitepapers,28671,2025-09-04 23:00:43,True,False,uncertain,uncertain_patterns:1,1,0,1,8,3,4,671
search_script_clean.py,tidyllm\deprecated\old-tidyllm\vectorqa\whitepapers\search_script_clean.py,tidyllm\deprecated\old-tidyllm\vectorqa\whitepapers,10341,2025-09-04 23:00:43,True,False,uncertain,uncertain_patterns:1,3,0,1,5,4,0,276
search_tracker.py,tidyllm\deprecated\old-tidyllm\vectorqa\whitepapers\search_tracker.py,tidyllm\deprecated\old-tidyllm\vectorqa\whitepapers,18530,2025-09-04 23:00:43,True,False,uncertain,uncertain_patterns:1,0,0,1,5,1,3,390
test_dsai_bucket.py,tidyllm\deprecated\old-tidyllm\vectorqa\whitepapers\test_dsai_bucket.py,tidyllm\deprecated\old-tidyllm\vectorqa\whitepapers,1170,2025-09-04 23:00:43,True,False,uncertain,test_file;uncertain_patterns:1;no_functions_or_classes,0,0,1,2,0,0,40
test_s3_access.py,tidyllm\deprecated\old-tidyllm\vectorqa\whitepapers\test_s3_access.py,tidyllm\deprecated\old-tidyllm\vectorqa\whitepapers,1922,2025-09-04 23:00:43,True,False,uncertain,test_file;uncertain_patterns:1,2,0,1,3,1,0,55
test_s3_upload.py,tidyllm\deprecated\old-tidyllm\vectorqa\whitepapers\test_s3_upload.py,tidyllm\deprecated\old-tidyllm\vectorqa\whitepapers,1177,2025-09-04 23:00:43,True,False,uncertain,test_file;uncertain_patterns:1;no_imports,2,0,1,0,1,0,39
test_sync_fixed.py,tidyllm\deprecated\old-tidyllm\vectorqa\whitepapers\test_sync_fixed.py,tidyllm\deprecated\old-tidyllm\vectorqa\whitepapers,725,2025-09-04 23:00:43,True,False,uncertain,test_file;no_functions_or_classes,0,0,0,2,0,0,24
ui_config.py,tidyllm\deprecated\old-tidyllm\vectorqa\whitepapers\ui_config.py,tidyllm\deprecated\old-tidyllm\vectorqa\whitepapers,12745,2025-09-04 23:00:43,True,False,uncertain,no_imports,0,0,0,0,4,0,324
research_framework.py,tidyllm\deprecated\old-tidyllm\vectorqa\yrsn\research_framework.py,tidyllm\deprecated\old-tidyllm\vectorqa\yrsn,25353,2025-09-04 23:00:43,True,False,uncertain,standard,1,0,0,4,4,3,583
__init__.py,tidyllm\deprecated\old-tidyllm\vectorqa\yrsn\__init__.py,tidyllm\deprecated\old-tidyllm\vectorqa\yrsn,621,2025-09-04 23:00:43,True,False,uncertain,no_functions_or_classes,0,0,0,1,0,0,27
__init__.py,tidyllm\deprecated\old-tidyllm\vectorqa\__init__.py,tidyllm\deprecated\old-tidyllm\vectorqa,2306,2025-09-04 23:00:43,True,False,uncertain,no_functions_or_classes,1,0,0,2,0,0,85
verbs.py,tidyllm\deprecated\old-tidyllm\verbs.py,tidyllm\deprecated\old-tidyllm,21658,2025-09-04 23:00:43,True,False,uncertain,uncertain_patterns:1,0,0,1,8,9,0,603
__init__.py,tidyllm\deprecated\old-tidyllm\__init__.py,tidyllm\deprecated\old-tidyllm,19468,2025-09-04 23:00:43,True,False,uncertain,uncertain_patterns:1;no_functions_or_classes,1,0,1,3,0,0,575
test_collections_integration.py,tidyllm\deprecated\session_management\drop_zones_old\test_collections_integration.py,tidyllm\deprecated\session_management\drop_zones_old,9405,2025-09-04 22:45:41,True,False,uncertain,test_file,1,0,0,6,3,0,225
__init__.py,tidyllm-compliance\tidyllm_compliance\sop_golden_answers\__init__.py,tidyllm-compliance\tidyllm_compliance\sop_golden_answers,462,2025-09-04 21:52:23,True,False,uncertain,no_functions_or_classes,0,0,0,1,0,0,19
sop_validator.py,tidyllm-compliance\tidyllm_compliance\sop_golden_answers\sop_validator.py,tidyllm-compliance\tidyllm_compliance\sop_golden_answers,14593,2025-09-04 21:51:22,True,False,uncertain,standard,1,0,0,6,0,3,312
s3_flow_parser.py,tidyllm\s3_flow_parser.py,tidyllm,23630,2025-09-04 21:05:55,True,False,uncertain,uncertain_patterns:1,2,0,1,11,3,4,616
api_bracket_flows.py,scripts\api_bracket_flows.py,scripts,20381,2025-09-04 20:45:20,True,False,uncertain,standard,0,0,0,9,1,11,463
improved_usage_examples.py,scripts\improved_usage_examples.py,scripts,19574,2025-09-04 20:26:29,True,False,uncertain,uncertain_patterns:1;no_imports,2,0,1,0,7,0,482
document_chains.py,tidyllm\document_chains.py,tidyllm,22879,2025-09-04 20:18:42,True,False,uncertain,standard,0,0,0,9,0,9,557
sources.py,tidyllm\knowledge_resource_server\sources.py,tidyllm\knowledge_resource_server,13837,2025-09-04 20:06:13,True,False,uncertain,standard,0,0,0,6,0,4,373
resource_manager.py,tidyllm\knowledge_resource_server\resource_manager.py,tidyllm\knowledge_resource_server,14830,2025-09-04 20:05:14,True,False,uncertain,standard,0,0,0,6,0,2,376
mcp_server.py,tidyllm\knowledge_resource_server\mcp_server.py,tidyllm\knowledge_resource_server,16174,2025-09-04 20:04:30,True,False,uncertain,standard,0,0,0,9,0,2,410
execute_robots3_workflow.py,tidyllm\execute_robots3_workflow.py,tidyllm,9222,2025-09-04 13:07:34,True,False,uncertain,uncertain_patterns:1,1,0,1,8,1,0,216
workflow_config.py,tidyllm\knowledge_systems\core\workflow_config.py,tidyllm\knowledge_systems\core,7315,2025-09-04 11:07:55,True,False,uncertain,standard,0,0,0,5,6,2,228
vector_storage.py,tidyllm\knowledge_systems\facades\vector_storage.py,tidyllm\knowledge_systems\facades,16937,2025-09-04 10:55:38,True,False,uncertain,standard,1,0,0,4,2,1,443
embedding_processor.py,tidyllm\knowledge_systems\facades\embedding_processor.py,tidyllm\knowledge_systems\facades,4755,2025-09-04 10:55:22,True,False,uncertain,standard,1,0,0,3,1,1,131
embedding_config.py,tidyllm\knowledge_systems\core\embedding_config.py,tidyllm\knowledge_systems\core,7370,2025-09-04 10:35:13,True,False,uncertain,uncertain_patterns:1,0,0,1,3,2,3,198
test_tlm_facades.py,tidyllm\tests\test_tlm_facades.py,tidyllm\tests,8587,2025-09-04 10:14:34,True,False,uncertain,test_file;uncertain_patterns:1,3,0,1,2,8,0,242
__init__.py,tidyllm\knowledge_systems\facades\__init__.py,tidyllm\knowledge_systems\facades,623,2025-09-04 10:13:26,True,False,uncertain,no_functions_or_classes,0,0,0,3,0,0,20
enhanced_extraction.py,tidyllm\knowledge_systems\core\enhanced_extraction.py,tidyllm\knowledge_systems\core,13522,2025-09-04 10:07:10,True,False,uncertain,standard,0,0,0,6,1,1,366
document_processor.py,tidyllm\knowledge_systems\facades\document_processor.py,tidyllm\knowledge_systems\facades,13480,2025-09-04 09:47:14,True,False,uncertain,standard,0,0,0,4,2,1,357
test_vector_manager_integration.py,tidyllm\tests\test_vector_manager_integration.py,tidyllm\tests,13777,2025-09-04 09:37:11,True,False,uncertain,test_file;uncertain_patterns:3,2,0,3,5,12,0,399
test_embedding_standardization.py,tidyllm\tests\test_embedding_standardization.py,tidyllm\tests,13898,2025-09-04 09:36:06,True,False,uncertain,test_file;uncertain_patterns:1,2,0,1,6,14,0,377
test_startup_model_discovery.py,tidyllm\tests\test_startup_model_discovery.py,tidyllm\tests,13338,2025-09-04 09:35:15,True,False,uncertain,test_file;uncertain_patterns:3,2,0,3,7,14,0,374
startup_model_sync.py,tidyllm\startup_model_sync.py,tidyllm,10159,2025-09-04 09:29:08,True,False,uncertain,standard,1,0,0,3,5,0,281
startup_model_discovery.py,tidyllm\knowledge_systems\core\startup_model_discovery.py,tidyllm\knowledge_systems\core,21306,2025-09-04 09:28:28,True,False,uncertain,uncertain_patterns:1,0,0,1,10,3,1,528
model_discovery_scheduler.py,tidyllm\knowledge_systems\core\model_discovery_scheduler.py,tidyllm\knowledge_systems\core,12938,2025-09-04 09:25:06,True,False,uncertain,standard,0,0,0,10,4,1,324
dynamic_model_discovery.py,tidyllm\knowledge_systems\core\dynamic_model_discovery.py,tidyllm\knowledge_systems\core,20317,2025-09-04 09:24:22,True,False,uncertain,uncertain_patterns:1,0,0,1,9,2,2,498
vector_manager.py,tidyllm\knowledge_systems\core\vector_manager.py,tidyllm\knowledge_systems\core,23767,2025-09-04 09:16:34,True,False,uncertain,uncertain_patterns:2,0,0,2,8,2,5,604
knowledge_interface.py,tidyllm\knowledge_systems\interfaces\knowledge_interface.py,tidyllm\knowledge_systems\interfaces,17815,2025-09-04 08:17:28,True,False,uncertain,standard,1,0,0,5,1,1,432
__init__.py,tidyllm\knowledge_systems\__init__.py,tidyllm\knowledge_systems,429,2025-09-04 08:11:31,True,False,uncertain,no_functions_or_classes,0,0,0,5,0,0,14
__init__.py,tidyllm\knowledge_systems\interfaces\__init__.py,tidyllm\knowledge_systems\interfaces,87,2025-09-04 08:08:33,True,False,uncertain,no_functions_or_classes,0,0,0,1,0,0,3
knowledge_manager.py,tidyllm\knowledge_systems\core\knowledge_manager.py,tidyllm\knowledge_systems\core,13821,2025-09-04 08:08:27,True,False,uncertain,standard,1,0,0,9,2,2,346
domain_rag.py,tidyllm\knowledge_systems\core\domain_rag.py,tidyllm\knowledge_systems\core,16762,2025-09-04 08:07:39,True,False,uncertain,standard,0,0,0,8,0,5,419
__init__.py,tidyllm\knowledge_systems\core\__init__.py,tidyllm\knowledge_systems\core,237,2025-09-04 08:03:40,True,False,uncertain,no_functions_or_classes,0,0,0,4,0,0,6
cli.py,tidyllm\rag2dag\cli.py,tidyllm\rag2dag,20921,2025-09-04 06:55:26,True,False,uncertain,uncertain_patterns:1,2,0,1,11,1,1,487
executor.py,tidyllm\rag2dag\executor.py,tidyllm\rag2dag,581,2025-09-04 06:46:22,True,False,uncertain,standard,0,0,0,2,0,1,17
converter.py,tidyllm\rag2dag\converter.py,tidyllm\rag2dag,18994,2025-09-04 06:45:23,True,False,uncertain,standard,0,0,0,7,1,4,391
config.py,tidyllm\rag2dag\config.py,tidyllm\rag2dag,11389,2025-09-04 06:43:54,True,False,uncertain,standard,0,0,0,3,0,3,299
__init__.py,tidyllm\rag2dag\__init__.py,tidyllm\rag2dag,577,2025-09-04 06:43:13,True,False,uncertain,no_functions_or_classes,0,0,0,3,0,0,20
drop_zones.py,archive\old_src\tidyllm\drop_zones.py,archive\old_src\tidyllm,26339,2025-09-04 06:30:58,True,False,uncertain,standard,1,0,0,11,1,7,652
corporate.py,tidyllm\flow_agreements\corporate.py,tidyllm\flow_agreements,7566,2025-09-04 06:00:07,True,False,uncertain,standard,0,0,0,3,0,1,192
base.py,tidyllm\flow_agreements\base.py,tidyllm\flow_agreements,6487,2025-09-04 05:59:36,True,False,uncertain,standard,0,0,0,5,0,2,166
__init__.py,tidyllm\flow_agreements\__init__.py,tidyllm\flow_agreements,1151,2025-09-04 05:59:13,True,False,uncertain,no_functions_or_classes,0,0,0,3,0,0,34
listener.py,tidyllm\deprecated\session_management\drop_zones_old\basic\listener.py,tidyllm\deprecated\session_management\drop_zones_old\basic,9986,2025-09-04 05:15:12,True,False,uncertain,standard,0,0,0,12,0,2,275
processor.py,tidyllm\deprecated\session_management\drop_zones_old\basic\processor.py,tidyllm\deprecated\session_management\drop_zones_old\basic,12967,2025-09-04 05:14:08,True,False,uncertain,standard,0,0,0,11,0,2,340
logger.py,tidyllm\deprecated\session_management\drop_zones_old\basic\logger.py,tidyllm\deprecated\session_management\drop_zones_old\basic,5329,2025-09-04 05:12:11,True,False,uncertain,standard,0,0,0,7,2,3,172
config.py,tidyllm\deprecated\session_management\drop_zones_old\basic\config.py,tidyllm\deprecated\session_management\drop_zones_old\basic,7671,2025-09-04 05:11:40,True,False,uncertain,standard,0,0,0,6,0,2,204
__init__.py,tidyllm\deprecated\session_management\drop_zones_old\basic\__init__.py,tidyllm\deprecated\session_management\drop_zones_old\basic,310,2025-09-04 05:11:01,True,False,uncertain,no_functions_or_classes,0,0,0,4,0,0,11
simple_listener.py,tidyllm\deprecated\session_management\drop_zones_old\simple_listener.py,tidyllm\deprecated\session_management\drop_zones_old,6486,2025-09-04 05:08:17,True,False,uncertain,uncertain_patterns:1,1,0,1,7,1,1,180
core.py,archive\old_src\tidyllm\core.py,archive\old_src\tidyllm,676,2025-09-03 17:47:14,True,False,uncertain,standard,0,0,0,1,2,0,22
dspy.py,archive\old_src\tidyllm\dspy.py,archive\old_src\tidyllm,5734,2025-09-03 17:47:14,True,False,uncertain,standard,0,0,0,3,0,11,172
vectorqa.py,archive\old_src\tidyllm\vectorqa.py,archive\old_src\tidyllm,4637,2025-09-03 17:47:14,True,False,uncertain,uncertain_patterns:1,0,0,1,2,7,5,151
verbs.py,archive\old_src\tidyllm\verbs.py,archive\old_src\tidyllm,4224,2025-09-03 17:47:14,True,False,uncertain,standard,0,0,0,3,6,1,129
__init__.py,archive\old_src\tidyllm\__init__.py,archive\old_src\tidyllm,11569,2025-09-03 17:47:14,True,False,uncertain,no_imports,1,0,0,0,3,2,330
11_test_document_processing_pipeline.py,tidyllm\tests\11_test_document_processing_pipeline.py,tidyllm\tests,12448,2025-09-03 17:25:55,True,False,uncertain,test_file;uncertain_patterns:1,2,0,1,9,1,1,325
base.py,archive\old_src\tidyllm\backends\base.py,archive\old_src\tidyllm\backends,1908,2025-09-03 17:03:44,True,False,uncertain,standard,0,0,0,3,0,1,60
bedrock.py,archive\old_src\tidyllm\backends\bedrock.py,archive\old_src\tidyllm\backends,11075,2025-09-03 17:03:44,True,False,uncertain,uncertain_patterns:1,0,0,1,3,0,1,282
direct.py,archive\old_src\tidyllm\backends\direct.py,archive\old_src\tidyllm\backends,7272,2025-09-03 17:03:44,True,False,uncertain,standard,0,0,0,3,0,1,187
gateway.py,archive\old_src\tidyllm\backends\gateway.py,archive\old_src\tidyllm\backends,12406,2025-09-03 17:03:44,True,False,uncertain,standard,0,0,0,5,0,1,299
mock.py,archive\old_src\tidyllm\backends\mock.py,archive\old_src\tidyllm\backends,5616,2025-09-03 17:03:44,True,False,uncertain,standard,0,0,0,5,0,1,139
__init__.py,archive\old_src\tidyllm\backends\__init__.py,archive\old_src\tidyllm\backends,505,2025-09-03 17:03:44,True,False,uncertain,no_functions_or_classes,0,0,0,5,0,0,23
config.py,archive\old_src\tidyllm\config.py,archive\old_src\tidyllm,987,2025-09-03 17:03:44,True,False,uncertain,no_functions_or_classes,0,0,0,1,0,0,37
dspy_enhanced_config.py,archive\old_src\tidyllm\dspy_enhanced_config.py,archive\old_src\tidyllm,9663,2025-09-03 17:03:44,True,False,uncertain,standard,0,0,0,4,4,6,262
features.py,archive\old_src\tidyllm\features.py,archive\old_src\tidyllm,15054,2025-09-03 17:03:44,True,False,uncertain,standard,0,0,0,9,3,4,408
unified.py,archive\old_src\tidyllm\unified.py,archive\old_src\tidyllm,20892,2025-09-03 17:03:44,True,False,uncertain,standard,1,0,0,16,3,2,539
utils.py,archive\old_src\tidyllm\utils.py,archive\old_src\tidyllm,12532,2025-09-03 17:03:44,True,False,uncertain,standard,0,0,0,4,8,0,369
s3_chat_system.py,tidyllm\deprecated\session_management\drop_zones\s3_chat_system.py,tidyllm\deprecated\session_management\drop_zones,11823,2025-09-03 16:08:35,True,False,uncertain,uncertain_patterns:1,2,0,1,7,1,1,315
simple_fixed_s3_dropzones.py,tidyllm\deprecated\session_management\drop_zones\simple_fixed_s3_dropzones.py,tidyllm\deprecated\session_management\drop_zones,13932,2025-09-03 15:52:19,True,False,uncertain,uncertain_patterns:1,2,0,1,11,1,1,352
fixed_s3_dropzones.py,tidyllm\deprecated\session_management\drop_zones\fixed_s3_dropzones.py,tidyllm\deprecated\session_management\drop_zones,15276,2025-09-03 15:50:28,True,False,uncertain,uncertain_patterns:1,2,0,1,12,1,3,399
FINAL_real_dropzones.py,tidyllm\deprecated\session_management\scripts\FINAL_real_dropzones.py,tidyllm\deprecated\session_management\scripts,12161,2025-09-03 15:41:49,True,False,uncertain,uncertain_patterns:1,3,0,1,8,1,1,338
REAL_dropzones_no_simulation.py,tidyllm\deprecated\session_management\scripts\REAL_dropzones_no_simulation.py,tidyllm\deprecated\session_management\scripts,16155,2025-09-03 15:36:49,True,False,uncertain,uncertain_patterns:1,2,0,1,10,1,1,437
production_s3_verification_dropzones.py,tidyllm\deprecated\session_management\scripts\production_s3_verification_dropzones.py,tidyllm\deprecated\session_management\scripts,16866,2025-09-03 15:31:15,True,False,uncertain,uncertain_patterns:1,2,0,1,12,1,1,442
simple_dspy_check.py,scripts\simple_dspy_check.py,scripts,5119,2025-09-03 13:30:03,True,False,uncertain,standard,1,0,0,3,1,0,134
check_dspy_usage.py,scripts\check_dspy_usage.py,scripts,8135,2025-09-03 13:29:32,True,False,uncertain,standard,1,0,0,4,9,0,199
query_research_chat.py,scripts\query_research_chat.py,scripts,5175,2025-09-03 13:22:06,True,False,uncertain,standard,1,0,0,4,2,0,123
final_working_drop_zones.py,tidyllm\deprecated\session_management\scripts\final_working_drop_zones.py,tidyllm\deprecated\session_management\scripts,24593,2025-09-03 13:15:21,True,False,uncertain,uncertain_patterns:1,3,0,1,9,2,1,566
working_enhanced_drop_zones.py,tidyllm\deprecated\session_management\scripts\working_enhanced_drop_zones.py,tidyllm\deprecated\session_management\scripts,22969,2025-09-03 13:13:45,True,False,uncertain,uncertain_patterns:1,3,0,1,9,2,1,559
simple_enhanced_drop_zones.py,tidyllm\deprecated\session_management\scripts\simple_enhanced_drop_zones.py,tidyllm\deprecated\session_management\scripts,20470,2025-09-03 13:12:09,True,False,uncertain,uncertain_patterns:1,3,0,1,13,2,1,497
enhanced_drop_zones.py,tidyllm\deprecated\session_management\scripts\enhanced_drop_zones.py,tidyllm\deprecated\session_management\scripts,31316,2025-09-03 13:10:40,True,False,uncertain,uncertain_patterns:1,3,0,1,16,3,1,733
config.py,archive\old_src\tidydspy\config.py,archive\old_src\tidydspy,1624,2025-09-03 12:58:01,True,False,uncertain,standard,0,0,0,3,0,6,63
config_manager.py,tidyllm\admin\config_manager.py,tidyllm\admin,10292,2025-09-03 11:42:32,True,False,uncertain,standard,0,0,0,8,3,8,305
gateway_control.py,tidyllm\admin\gateway_control.py,tidyllm\admin,11132,2025-09-03 11:42:32,True,False,uncertain,standard,0,0,0,6,2,5,316
demo_protection.py,tidyllm\demo-standalone\demo_protection.py,tidyllm\demo-standalone,21987,2025-09-03 11:42:32,True,False,uncertain,demo,1,0,0,12,3,4,502
error_tracker.py,tidyllm\demo-standalone\error_tracker.py,tidyllm\demo-standalone,22597,2025-09-03 11:42:32,True,False,uncertain,standard,1,0,0,10,2,5,571
live_ticker.py,tidyllm\demo-standalone\my_config\live_ticker.py,tidyllm\demo-standalone\my_config,36642,2025-09-03 11:42:32,True,False,uncertain,uncertain_patterns:1,3,0,1,8,3,1,818
live_ticker_backup.py,tidyllm\demo-standalone\my_config\live_ticker_backup.py,tidyllm\demo-standalone\my_config,36642,2025-09-03 11:42:32,True,False,uncertain,uncertain_patterns:1,3,0,1,8,3,1,818
live_ticker_clean.py,tidyllm\demo-standalone\my_config\live_ticker_clean.py,tidyllm\demo-standalone\my_config,36642,2025-09-03 11:42:32,True,False,uncertain,uncertain_patterns:1,3,0,1,8,3,1,818
sparse_agreements.py,tidyllm\demo-standalone\sparse_agreements.py,tidyllm\demo-standalone,16354,2025-09-03 11:42:32,True,False,uncertain,standard,1,0,0,6,2,2,363
demo_protection.py,tidyllm\demo_protection.py,tidyllm,21988,2025-09-03 11:42:32,True,False,uncertain,demo,1,0,0,12,3,4,502
credential_manager.py,tidyllm\deprecated\session_management\credential_manager.py,tidyllm\deprecated\session_management,15822,2025-09-03 11:42:32,True,False,uncertain,standard,1,0,0,7,1,5,406
credential_manager_backup.py,tidyllm\deprecated\session_management\credential_manager_backup.py,tidyllm\deprecated\session_management,15874,2025-09-03 11:42:32,True,False,uncertain,standard,1,0,0,7,1,5,407
error_tracker.py,tidyllm\error_tracker.py,tidyllm,22475,2025-09-03 11:42:32,True,False,uncertain,standard,1,0,0,10,2,5,569
conftest.py,tidyllm\tests\conftest.py,tidyllm\tests,2133,2025-09-03 11:42:32,True,False,uncertain,test_file,1,0,0,3,4,0,71
validate_evidence.py,tidyllm\tests\EVIDENCE\validate_evidence.py,tidyllm\tests\EVIDENCE,7774,2025-09-03 11:42:32,True,False,uncertain,standard,1,0,0,4,3,0,200
embeddings.py,archive\old_tidyllm-vectorqa_sentence_backup_20250903\lsa\embeddings.py,archive\old_tidyllm-vectorqa_sentence_backup_20250903\lsa,6930,2025-09-03 09:19:41,True,False,uncertain,standard,0,0,0,3,3,1,197
